filename,id_base,metadata,match_master_metadata,extension,url,notes
CE_B11_F1-Item86.pdf,ce_b11_f1-item86,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item86.pdf,
CE_B11_F1-Item87.pdf,ce_b11_f1-item87,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item87.pdf,
CE_B11_F1-Item88.pdf,ce_b11_f1-item88,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item88.pdf,
CE_B11_F1-Item89.pdf,ce_b11_f1-item89,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item89.pdf,
CE_B11_F1-Item9.pdf,ce_b11_f1-item9,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item9.pdf,
CE_B11_F1-Item90.pdf,ce_b11_f1-item90,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item90.pdf,
CE_B11_F1-Item91.pdf,ce_b11_f1-item91,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item91.pdf,
CE_B11_F1-Item92.pdf,ce_b11_f1-item92,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item92.pdf,
CE_B11_F1-Item93.pdf,ce_b11_f1-item93,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item93.pdf,
CE_B11_F1-Item94.pdf,ce_b11_f1-item94,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item94.pdf,
CE_B11_F1-Item95.pdf,ce_b11_f1-item95,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item95.pdf,
CE_B11_F1-Item96.pdf,ce_b11_f1-item96,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item96.pdf,
CE_B11_F1-Item97.pdf,ce_b11_f1-item97,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item97.pdf,
CE_B11_F1-Item98.pdf,ce_b11_f1-item98,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item98.pdf,
CE_B11_F1-Item99.pdf,ce_b11_f1-item99,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F1-Item99.pdf,
CE_B11_F2-Item1.pdf,ce_b11_f2-item1,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item1.pdf,
CE_B11_F2-Item10.pdf,ce_b11_f2-item10,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item10.pdf,
CE_B11_F2-Item11.pdf,ce_b11_f2-item11,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item11.pdf,
CE_B11_F2-Item12.pdf,ce_b11_f2-item12,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item12.pdf,
CE_B11_F2-Item13.pdf,ce_b11_f2-item13,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item13.pdf,
CE_B11_F2-Item14.pdf,ce_b11_f2-item14,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item14.pdf,
CE_B11_F2-Item15.pdf,ce_b11_f2-item15,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item15.pdf,
CE_B11_F2-Item16.pdf,ce_b11_f2-item16,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item16.pdf,
CE_B11_F2-Item17.pdf,ce_b11_f2-item17,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item17.pdf,
CE_B11_F2-Item18.pdf,ce_b11_f2-item18,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item18.pdf,
CE_B11_F2-Item19.pdf,ce_b11_f2-item19,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item19.pdf,
CE_B11_F2-Item2.pdf,ce_b11_f2-item2,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item2.pdf,
CE_B11_F2-Item20.pdf,ce_b11_f2-item20,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item20.pdf,
CE_B11_F2-Item21.pdf,ce_b11_f2-item21,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item21.pdf,
CE_B11_F2-Item22.pdf,ce_b11_f2-item22,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item22.pdf,
CE_B11_F2-Item23.pdf,ce_b11_f2-item23,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item23.pdf,
CE_B11_F2-Item24.pdf,ce_b11_f2-item24,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item24.pdf,
CE_B11_F2-Item25.pdf,ce_b11_f2-item25,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item25.pdf,
CE_B11_F2-Item26.pdf,ce_b11_f2-item26,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item26.pdf,
CE_B11_F2-Item27.pdf,ce_b11_f2-item27,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item27.pdf,
CE_B11_F2-Item28.pdf,ce_b11_f2-item28,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item28.pdf,
CE_B11_F2-Item29.pdf,ce_b11_f2-item29,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item29.pdf,
CE_B11_F2-Item3.pdf,ce_b11_f2-item3,crabtree_archives,yes,pdf,https://objects.lib.uidaho.edu/crabtree/CE_B11_F2-Item3.pdf,
